t,X,Y,Z,V_X,V_Y,V_Z
0.000000000000000000e+00,3.648434829711914062e+01,-5.666566371917724609e+00,-2.614310455322265625e+01,7.902470362428634765e+00,-5.947110088479132806e-01,-1.516889310604311980e+00
0.000000000000000000e+00,3.730367660522460938e+01,-5.782787799835205078e+00,-2.617086601257324219e+01,8.033112695747494314e+00,-5.008279803865370861e-01,-1.367951746939112923e+00
0.000000000000000000e+00,3.813332748413085938e+01,-5.891769409179687500e+00,-2.619394874572753906e+01,8.140699924210432314e+00,-4.614075507819908606e-01,-1.238918798559798917e+00
0.000000000000000000e+00,3.894713973999023438e+01,-5.991061687469482422e+00,-2.621278572082519531e+01,8.227739904633422086e+00,-4.559842791401652051e-01,-1.130838315010320949e+00
0.000000000000000000e+00,3.976824188232421875e+01,-6.084391593933105469e+00,-2.622880744934082031e+01,8.301111313974912420e+00,-4.642530285997270578e-01,-1.037482233064218828e+00
0.000000000000000000e+00,4.059564971923828125e+01,-6.172162055969238281e+00,-2.624256706237792969e+01,8.363549244033240626e+00,-4.715229353878152008e-01,-9.569542338444562146e-01
0.000000000000000000e+00,4.145381927490234375e+01,-6.257171630859375000e+00,-2.625483894348144531e+01,8.418702276538148510e+00,-4.684377532670058741e-01,-8.856489016611686083e-01
0.000000000000000000e+00,4.229150772094726562e+01,-6.334770202636718750e+00,-2.626524353027343750e+01,8.464902829601250289e+00,-4.519670497588370028e-01,-8.262389509638188301e-01
0.000000000000000000e+00,4.315876388549804688e+01,-6.409980297088623047e+00,-2.627470588684082031e+01,8.506035808398557663e+00,-4.225960951569315283e-01,-7.738681259206422469e-01
0.000000000000000000e+00,4.402968215942382812e+01,-6.480669975280761719e+00,-2.628311347961425781e+01,8.541350964187046202e+00,-3.852844489853536336e-01,-7.290993847893941782e-01
0.000000000000000000e+00,4.490373229980468750e+01,-6.547087669372558594e+00,-2.629064559936523438e+01,8.571449113459184588e+00,-3.457422578128319102e-01,-6.907992451560445168e-01
0.000000000000000000e+00,4.575464248657226562e+01,-6.607680320739746094e+00,-2.629725074768066406e+01,8.596221893267019354e+00,-3.101113899860776235e-01,-6.588404558518288212e-01
0.000000000000000000e+00,4.660771942138671875e+01,-6.664635181427001953e+00,-2.630325508117675781e+01,8.617175788105054579e+00,-2.805305743037306287e-01,-6.312645610555993603e-01
0.000000000000000000e+00,4.748859786987304688e+01,-6.719669818878173828e+00,-2.630889129638671875e+01,8.635334629309667775e+00,-2.580932281569127684e-01,-6.067499421692418293e-01
0.000000000000000000e+00,4.837116241455078125e+01,-6.771142005920410156e+00,-2.631402587890625000e+01,8.650555498966456369e+00,-2.439265317293204394e-01,-5.855114086009253205e-01
0.000000000000000000e+00,4.925518417358398438e+01,-6.819163322448730469e+00,-2.631870079040527344e+01,8.663315619974261139e+00,-2.369746021802879854e-01,-5.669879033502726040e-01
0.000000000000000000e+00,5.011438751220703125e+01,-6.862549304962158203e+00,-2.632282257080078125e+01,8.673731085370979699e+00,-2.356394026573418454e-01,-5.510983055664476771e-01
0.000000000000000000e+00,5.097460937500000000e+01,-6.902801036834716797e+00,-2.632655143737792969e+01,8.682516698489514795e+00,-2.382295155678966492e-01,-5.368828625146235822e-01
0.000000000000000000e+00,5.186180496215820312e+01,-6.940999507904052734e+00,-2.632997703552246094e+01,8.690121638604098919e+00,-2.440520304274134411e-01,-5.236072112495526731e-01
0.000000000000000000e+00,5.274979400634765625e+01,-6.975821495056152344e+00,-2.633296775817871094e+01,8.696448146084023278e+00,-2.530372501273965846e-01,-5.112521896324043746e-01
0.000000000000000000e+00,5.363846206665039062e+01,-7.007132053375244141e+00,-2.633549499511718750e+01,8.701622241964841464e+00,-2.663913339505490363e-01,-4.993108837099408115e-01
0.000000000000000000e+00,5.450163269042968750e+01,-7.033897876739501953e+00,-2.633886909484863281e+01,8.702912428861761640e+00,-2.676524802836465211e-01,-6.458570050434493393e-01
0.000000000000000000e+00,5.539413070678710938e+01,-7.059072971343994141e+00,-2.637305641174316406e+01,8.701106486113562966e+00,-1.703390600088231510e-01,-1.301558947166140401e+00
0.000000000000000000e+00,5.629414367675781250e+01,-7.087003707885742188e+00,-2.645560073852539062e+01,8.696014946021987768e+00,7.104180413051636167e-03,-2.098402858760597400e+00
0.000000000000000000e+00,5.717993164062500000e+01,-7.120160102844238281e+00,-2.658587837219238281e+01,8.708865377207494873e+00,2.069909932262405938e-01,-2.847519318297923263e+00
0.000000000000000000e+00,5.807925033569335938e+01,-7.159933090209960938e+00,-2.675065422058105469e+01,8.774111081150023139e+00,3.892383749135128190e-01,-3.075581656182093226e+00
0.000000000000000000e+00,5.901632308959960938e+01,-7.206393718719482422e+00,-2.692391204833984375e+01,8.871031820754701869e+00,5.267028575774805876e-01,-3.059881014287483048e+00
0.000000000000000000e+00,5.996272277832031250e+01,-7.257859706878662109e+00,-2.709310913085937500e+01,8.980501349260725519e+00,5.966651003672416298e-01,-2.973552770501324716e+00
0.000000000000000000e+00,6.091764068603515625e+01,-7.313973426818847656e+00,-2.725715065002441406e+01,9.091609164542363786e+00,5.987106292909314398e-01,-2.863531366239272291e+00
0.000000000000000000e+00,6.188018798828125000e+01,-7.374390125274658203e+00,-2.741616821289062500e+01,9.197320067098713636e+00,5.459882806463794980e-01,-2.748262732368647931e+00
0.000000000000000000e+00,6.284944534301757812e+01,-7.438784599304199219e+00,-2.757055854797363281e+01,9.293130505773593342e+00,4.595267110681616751e-01,-2.636636380293412074e+00
0.000000000000000000e+00,6.379578781127929688e+01,-7.504795551300048828e+00,-2.771640777587890625e+01,9.374546870050115999e+00,3.646759349800242078e-01,-2.535507103243304972e+00
0.000000000000000000e+00,6.477575683593750000e+01,-7.576149940490722656e+00,-2.786299324035644531e+01,9.446308061535233946e+00,2.739752830433037634e-01,-2.441069973712160390e+00
0.000000000000000000e+00,6.576005554199218750e+01,-7.650635719299316406e+00,-2.800622367858886719e+01,9.506827007814496966e+00,2.024928470672980874e-01,-2.356702400981866230e+00
0.000000000000000000e+00,6.674804687500000000e+01,-7.728003501892089844e+00,-2.814643669128417969e+01,9.557720378603871580e+00,1.550993993514008795e-01,-2.281938277461060594e+00
0.000000000000000000e+00,6.773915863037109375e+01,-7.808008670806884766e+00,-2.828392601013183594e+01,9.600580511982997223e+00,1.304573873062191969e-01,-2.215955298025132247e+00
0.000000000000000000e+00,6.870365905761718750e+01,-7.887965202331542969e+00,-2.841500473022460938e+01,9.635773949838611685e+00,1.232182981542225830e-01,-2.159246043699674988e+00
0.000000000000000000e+00,6.969961547851562500e+01,-7.972506999969482422e+00,-2.854781341552734375e+01,9.666527452169770385e+00,1.260550460477658508e-01,-2.107767692079988375e+00
0.000000000000000000e+00,7.069747924804687500e+01,-8.059041976928710938e+00,-2.867852592468261719e+01,9.692604118186093132e+00,1.326662360653450001e-01,-2.062254183822879838e+00
0.000000000000000000e+00,7.169695281982421875e+01,-8.147388458251953125e+00,-2.880729293823242188e+01,9.714791210943898747e+00,1.379231481780710533e-01,-2.021864201425918051e+00
0.000000000000000000e+00,7.269779205322265625e+01,-8.237385749816894531e+00,-2.893422317504882812e+01,9.733746344353814806e+00,1.388867603932093520e-01,-1.985844452709990104e+00
0.000000000000000000e+00,7.367030334472656250e+01,-8.326181411743164062e+00,-2.905575752258300781e+01,9.749556735132205887e+00,1.349347721135747413e-01,-1.954346840660621032e+00
0.000000000000000000e+00,7.464373779296875000e+01,-8.416294097900390625e+00,-2.917573165893554688e+01,9.763210120798541780e+00,1.268564609736506643e-01,-1.925830632603982018e+00
0.000000000000000000e+00,7.564748382568359375e+01,-8.510414123535156250e+00,-2.929776000976562500e+01,9.775354266922565927e+00,1.158211502009717231e-01,-1.899084573179650182e+00
0.000000000000000000e+00,7.665191650390625000e+01,-8.605745315551757812e+00,-2.941823005676269531e+01,9.785822327812400800e+00,1.039700883046322799e-01,-1.874476591996673047e+00
0.000000000000000000e+00,7.765694427490234375e+01,-8.702225685119628906e+00,-2.953716278076171875e+01,9.794868061785907187e+00,9.301297132196301165e-02,-1.851579436059484607e+00
0.000000000000000000e+00,7.863291168212890625e+01,-8.796892166137695312e+00,-2.965114402770996094e+01,9.802496951567462702e+00,8.433970981453575710e-02,-1.830645998214973869e+00
0.000000000000000000e+00,7.960923767089843750e+01,-8.892528533935546875e+00,-2.976367187500000000e+01,9.809169211040877912e+00,7.809488067220854424e-02,-1.810680621442609217e+00
0.000000000000000000e+00,8.058592987060546875e+01,-8.989093780517578125e+00,-2.987473869323730469e+01,9.815053237339888881e+00,7.424922463818811602e-02,-1.791694117980697554e+00
0.000000000000000000e+00,8.156288909912109375e+01,-9.086554527282714844e+00,-2.998426055908203125e+01,9.820257543727393568e+00,7.258691791723403952e-02,-1.772694420545193328e+00
0.000000000000000000e+00,8.256968688964843750e+01,-9.187880516052246094e+00,-3.009541320800781250e+01,9.825035836920420707e+00,7.269468445089460884e-02,-1.752947944878988640e+00
0.000000000000000000e+00,8.357667541503906250e+01,-9.290116310119628906e+00,-3.020474243164062500e+01,9.829334034858232982e+00,7.415967578922222359e-02,-1.732666761654400922e+00
0.000000000000000000e+00,8.458383941650390625e+01,-9.393261909484863281e+00,-3.031207656860351562e+01,9.833245088232715148e+00,7.672181660556115501e-02,-1.711229566719616679e+00
