t,  X,  Y,  Z,  X.1,  Y.1,  Z.1,  traj_id
0.000000000000000000e+00,1.172637405395507315e+00,-4.383042526245117254e-01,1.237963142395019256e+00,1.172637405395507315e+00,-4.383042526245117254e-01,1.237963142395019256e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.174555130004883097e+00,-4.501633071899414640e-01,1.243867378234863263e+00,1.174555130004883097e+00,-4.501633071899414640e-01,1.243867378234863263e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.177865219116210893e+00,-4.737385940551758212e-01,1.263818206787109544e+00,1.177865219116210893e+00,-4.737385940551758212e-01,1.263818206787109544e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.179408264160156206e+00,-4.860743713378906095e-01,1.276434745788573633e+00,1.179408264160156206e+00,-4.860743713378906095e-01,1.276434745788573633e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.180875244140624725e+00,-4.984720993041992232e-01,1.288847808837890296e+00,1.180875244140624725e+00,-4.984720993041992232e-01,1.288847808837890296e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.182275619506836017e+00,-5.109185409545897727e-01,1.300919151306151988e+00,1.182275619506836017e+00,-5.109185409545897727e-01,1.300919151306151988e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.184867248535156348e+00,-5.355580902099608132e-01,1.323802185058593706e+00,1.184867248535156348e+00,-5.355580902099608132e-01,1.323802185058593706e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.186109771728515616e+00,-5.481076431274414240e-01,1.335022544860839933e+00,1.186109771728515616e+00,-5.481076431274414240e-01,1.335022544860839933e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.187275466918945144e+00,-5.603117752075194025e-01,1.345697135925292720e+00,1.187275466918945144e+00,-5.603117752075194025e-01,1.345697135925292720e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.188406524658203178e+00,-5.725354385375978072e-01,1.356180839538573935e+00,1.188406524658203178e+00,-5.725354385375978072e-01,1.356180839538573935e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.189506530761718750e+00,-5.847757720947265314e-01,1.366493110656737731e+00,1.189506530761718750e+00,-5.847757720947265314e-01,1.366493110656737731e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.190611114501953116e+00,-5.974017715454101873e-01,1.376955070495605504e+00,1.190611114501953116e+00,-5.974017715454101873e-01,1.376955070495605504e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.191658325195312340e+00,-6.096685028076171964e-01,1.386966018676758061e+00,1.191658325195312340e+00,-6.096685028076171964e-01,1.386966018676758061e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.192714080810546973e+00,-6.223175048828123446e-01,1.397145996093750231e+00,1.192714080810546973e+00,-6.223175048828123446e-01,1.397145996093750231e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.193749084472655708e+00,-6.349757003784179954e-01,1.407201118469237899e+00,1.193749084472655708e+00,-6.349757003784179954e-01,1.407201118469237899e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.194765167236327974e+00,-6.476416778564453303e-01,1.417141685485839853e+00,1.194765167236327974e+00,-6.476416778564453303e-01,1.417141685485839853e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.196748580932617267e+00,-6.729920959472655007e-01,1.436711997985839817e+00,1.196748580932617267e+00,-6.729920959472655007e-01,1.436711997985839817e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.198677902221679581e+00,-6.983618927001953303e-01,1.455915069580077992e+00,1.198677902221679581e+00,-6.983618927001953303e-01,1.455915069580077992e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.199598007202148375e+00,-7.106792449951171431e-01,1.465115661621093412e+00,1.199598007202148375e+00,-7.106792449951171431e-01,1.465115661621093412e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.200536499023437509e+00,-7.233727264404298252e-01,1.474519844055175666e+00,1.200536499023437509e+00,-7.233727264404298252e-01,1.474519844055175666e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.201466445922851456e+00,-7.360688781738280451e-01,1.483851470947265216e+00,1.201466445922851456e+00,-7.360688781738280451e-01,1.483851470947265216e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.203304214477538991e+00,-7.614674377441407183e-01,1.502310447692870587e+00,1.203304214477538991e+00,-7.614674377441407183e-01,1.502310447692870587e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.204213485717773091e+00,-7.741700744628904340e-01,1.511443290710449139e+00,1.204213485717773091e+00,-7.741700744628904340e-01,1.511443290710449139e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.205090713500976296e+00,-7.864999389648434924e-01,1.520248260498046733e+00,1.205090713500976296e+00,-7.864999389648434924e-01,1.520248260498046733e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.205989532470703285e+00,-7.992053222656250178e-01,1.529260711669921724e+00,1.205989532470703285e+00,-7.992053222656250178e-01,1.529260711669921724e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.206883697509765652e+00,-8.119113922119139959e-01,1.538214454650878693e+00,1.206883697509765652e+00,-8.119113922119139959e-01,1.538214454650878693e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.207773971557617232e+00,-8.246193695068357865e-01,1.547110748291015581e+00,1.207773971557617232e+00,-8.246193695068357865e-01,1.547110748291015581e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.208634185791015669e+00,-8.369535827636718217e-01,1.555690383911132457e+00,1.208634185791015669e+00,-8.369535827636718217e-01,1.555690383911132457e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.211223220825195179e+00,-8.743370819091794699e-01,1.581364517211913956e+00,1.211223220825195179e+00,-8.743370819091794699e-01,1.581364517211913956e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.212072372436523215e+00,-8.866746520996092729e-01,1.589729347229004164e+00,1.212072372436523215e+00,-8.866746520996092729e-01,1.589729347229004164e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.212945022583007848e+00,-8.993878173828122602e-01,1.598291130065917498e+00,1.212945022583007848e+00,-8.993878173828122602e-01,1.598291130065917498e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.213815612792968901e+00,-9.121009826660158026e-01,1.606794319152831996e+00,1.213815612792968901e+00,-9.121009826660158026e-01,1.606794319152831996e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.214684600830078010e+00,-9.248141479492190120e-01,1.615238227844238317e+00,1.214684600830078010e+00,-9.248141479492190120e-01,1.615238227844238317e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.215551071166991903e+00,-9.375282287597656028e-01,1.623621139526367108e+00,1.215551071166991903e+00,-9.375282287597656028e-01,1.623621139526367108e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.217280197143554510e+00,-9.629597473144532183e-01,1.640196762084960902e+00,1.217280197143554510e+00,-9.629597473144532183e-01,1.640196762084960902e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.218142395019531143e+00,-9.756755065917968039e-01,1.648385238647460449e+00,1.218142395019531143e+00,-9.756755065917968039e-01,1.648385238647460449e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.219863433837890643e+00,-1.001108245849609224e+00,1.664548759460449112e+00,1.219863433837890643e+00,-1.001108245849609224e+00,1.664548759460449112e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.220722045898437580e+00,-1.013826599121093519e+00,1.672516822814941406e+00,1.220722045898437580e+00,-1.013826599121093519e+00,1.672516822814941406e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.221580352783203427e+00,-1.026544952392578036e+00,1.680403175354004297e+00,1.221580352783203427e+00,-1.026544952392578036e+00,1.680403175354004297e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.222436370849609100e+00,-1.039263305664062331e+00,1.688202667236328391e+00,1.222436370849609100e+00,-1.039263305664062331e+00,1.688202667236328391e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.223267211914062402e+00,-1.051607589721679448e+00,1.695684127807617569e+00,1.223267211914062402e+00,-1.051607589721679448e+00,1.695684127807617569e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.224097290039062536e+00,-1.063951873779297008e+00,1.703070831298827859e+00,1.224097290039062536e+00,-1.063951873779297008e+00,1.703070831298827859e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.224950714111328054e+00,-1.076670227050781303e+00,1.710573348999023580e+00,1.224950714111328054e+00,-1.076670227050781303e+00,1.710573348999023580e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.225779037475585920e+00,-1.089014816284179510e+00,1.717740669250487962e+00,1.225779037475585920e+00,-1.089014816284179510e+00,1.717740669250487962e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.226606826782226323e+00,-1.101359634399414089e+00,1.724781532287597674e+00,1.226606826782226323e+00,-1.101359634399414089e+00,1.724781532287597674e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.227457656860351909e+00,-1.114078445434570241e+00,1.731887855529785414e+00,1.227457656860351909e+00,-1.114078445434570241e+00,1.731887855529785414e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.228308486938476607e+00,-1.126796874999999920e+00,1.738820457458496005e+00,1.228308486938476607e+00,-1.126796874999999920e+00,1.738820457458496005e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.229158401489257812e+00,-1.139515228271484437e+00,1.745547294616699441e+00,1.229158401489257812e+00,-1.139515228271484437e+00,1.745547294616699441e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.230006637573241690e+00,-1.152233581542968732e+00,1.752020988464355389e+00,1.230006637573241690e+00,-1.152233581542968732e+00,1.752020988464355389e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.230854797363281294e+00,-1.164949722290039125e+00,1.758163604736327601e+00,1.230854797363281294e+00,-1.164949722290039125e+00,1.758163604736327601e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.231709060668945366e+00,-1.177665710449218750e+00,1.764308395385742356e+00,1.231709060668945366e+00,-1.177665710449218750e+00,1.764308395385742356e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.232629013061523393e+00,-1.190363006591796724e+00,1.771039466857909916e+00,1.232629013061523393e+00,-1.190363006591796724e+00,1.771039466857909916e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.233720169067382910e+00,-1.203015213012695206e+00,1.778986816406249449e+00,1.233720169067382910e+00,-1.203015213012695206e+00,1.778986816406249449e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.235117492675781303e+00,-1.215590286254882857e+00,1.788729972839354865e+00,1.235117492675781303e+00,-1.215590286254882857e+00,1.788729972839354865e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.236887817382812615e+00,-1.227683715820312438e+00,1.800001945495605771e+00,1.236887817382812615e+00,-1.227683715820312438e+00,1.800001945495605771e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.239178390502929661e+00,-1.239623336791991992e+00,1.813122596740722736e+00,1.239178390502929661e+00,-1.239623336791991992e+00,1.813122596740722736e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.242188873291015572e+00,-1.251712036132812678e+00,1.828673629760742436e+00,1.242188873291015572e+00,-1.251712036132812678e+00,1.828673629760742436e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.245908279418945108e+00,-1.263542861938476536e+00,1.846047134399414036e+00,1.245908279418945108e+00,-1.263542861938476536e+00,1.846047134399414036e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.250155258178710760e+00,-1.274769973754882768e+00,1.863872337341308860e+00,1.250155258178710760e+00,-1.274769973754882768e+00,1.863872337341308860e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.255113754272460858e+00,-1.286091003417969114e+00,1.882574844360351607e+00,1.255113754272460858e+00,-1.286091003417969114e+00,1.882574844360351607e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.260487518310547062e+00,-1.297212982177734508e+00,1.900058326721190793e+00,1.260487518310547062e+00,-1.297212982177734508e+00,1.900058326721190793e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.265985031127929705e+00,-1.307852630615234490e+00,1.914930267333984304e+00,1.265985031127929705e+00,-1.307852630615234490e+00,1.914930267333984304e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.271731033325195215e+00,-1.318347778320311914e+00,1.927752227783203098e+00,1.271731033325195215e+00,-1.318347778320311914e+00,1.927752227783203098e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.277895126342773136e+00,-1.329013519287109091e+00,1.939030151367187704e+00,1.277895126342773136e+00,-1.329013519287109091e+00,1.939030151367187704e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.284102172851562473e+00,-1.339225311279296893e+00,1.948335571289061985e+00,1.284102172851562473e+00,-1.339225311279296893e+00,1.948335571289061985e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.290714874267577805e+00,-1.349604949951171973e+00,1.956462020874023544e+00,1.290714874267577805e+00,-1.349604949951171973e+00,1.956462020874023544e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.297535705566406294e+00,-1.359845123291015589e+00,1.963316574096679590e+00,1.297535705566406294e+00,-1.359845123291015589e+00,1.963316574096679590e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.304342803955078178e+00,-1.369655151367187296e+00,1.968928985595703285e+00,1.304342803955078178e+00,-1.369655151367187296e+00,1.968928985595703285e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.311321868896484055e+00,-1.379344329833984251e+00,1.973661117553710431e+00,1.311321868896484055e+00,-1.379344329833984251e+00,1.973661117553710431e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.318459777832031277e+00,-1.388918304443359064e+00,1.977637710571289231e+00,1.318459777832031277e+00,-1.388918304443359064e+00,1.977637710571289231e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.325969390869140341e+00,-1.398668518066406241e+00,1.981056976318359641e+00,1.325969390869140341e+00,-1.398668518066406241e+00,1.981056976318359641e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.348860015869140838e+00,-1.426741333007812695e+00,1.987976989746093492e+00,1.348860015869140838e+00,-1.426741333007812695e+00,1.987976989746093492e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.356883239746093706e+00,-1.436100463867187482e+00,1.989488296508788778e+00,1.356883239746093706e+00,-1.436100463867187482e+00,1.989488296508788778e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.364773406982421555e+00,-1.445101470947265598e+00,1.990628585815429563e+00,1.364773406982421555e+00,-1.445101470947265598e+00,1.990628585815429563e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.381323394775390234e+00,-1.463409118652343910e+00,1.992113113403320312e+00,1.381323394775390234e+00,-1.463409118652343910e+00,1.992113113403320312e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.389734039306640634e+00,-1.472447814941406197e+00,1.992476119995116868e+00,1.389734039306640634e+00,-1.472447814941406197e+00,1.992476119995116868e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.398227844238281170e+00,-1.481413116455078116e+00,1.992615737915039098e+00,1.398227844238281170e+00,-1.481413116455078116e+00,1.992615737915039098e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.415450134277343786e+00,-1.499131469726562527e+00,1.992291641235351518e+00,1.415450134277343786e+00,-1.499131469726562527e+00,1.992291641235351518e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.424172973632812589e+00,-1.507886199951171902e+00,1.991851043701171609e+00,1.424172973632812589e+00,-1.507886199951171902e+00,1.991851043701171609e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.432707214355468661e+00,-1.516317443847656321e+00,1.991256179809570481e+00,1.432707214355468661e+00,-1.516317443847656321e+00,1.991256179809570481e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.441308135986328454e+00,-1.524683227539062047e+00,1.990500411987304874e+00,1.441308135986328454e+00,-1.524683227539062047e+00,1.990500411987304874e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.449975738525390856e+00,-1.532980804443359046e+00,1.989586715698242081e+00,1.449975738525390856e+00,-1.532980804443359046e+00,1.989586715698242081e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.458977050781250062e+00,-1.541455535888671902e+00,1.988481216430664000e+00,1.458977050781250062e+00,-1.541455535888671902e+00,1.988481216430664000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.467786560058593537e+00,-1.549602966308593510e+00,1.987250976562499938e+00,1.467786560058593537e+00,-1.549602966308593510e+00,1.987250976562499938e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.476946563720703320e+00,-1.557905578613281161e+00,1.985863723754883292e+00,1.476946563720703320e+00,-1.557905578613281161e+00,1.985863723754883292e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.485931091308593688e+00,-1.565886535644531286e+00,1.984942245483398482e+00,1.485931091308593688e+00,-1.565886535644531286e+00,1.984942245483398482e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.495255584716796982e+00,-1.574107666015625018e+00,1.984325866699218732e+00,1.495255584716796982e+00,-1.574107666015625018e+00,1.984325866699218732e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.504608154296875000e+00,-1.582450256347656126e+00,1.984610137939452734e+00,1.504608154296875000e+00,-1.582450256347656126e+00,1.984610137939452734e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.522534179687500266e+00,-1.599466094970703356e+00,1.989474563598631951e+00,1.522534179687500266e+00,-1.599466094970703356e+00,1.989474563598631951e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.539900665283202796e+00,-1.618732299804687580e+00,2.001505050659179830e+00,1.539900665283202796e+00,-1.618732299804687580e+00,2.001505050659179830e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.555022888183593244e+00,-1.639754486083984331e+00,2.020312271118164027e+00,1.555022888183593244e+00,-1.639754486083984331e+00,2.020312271118164027e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.561605377197265554e+00,-1.650790405273437456e+00,2.031151657104492081e+00,1.561605377197265554e+00,-1.650790405273437456e+00,2.031151657104492081e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.567797393798828098e+00,-1.662551269531250098e+00,2.042629852294921555e+00,1.567797393798828098e+00,-1.662551269531250098e+00,2.042629852294921555e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.578545989990233878e+00,-1.687071228027343661e+00,2.065750808715820508e+00,1.578545989990233878e+00,-1.687071228027343661e+00,2.065750808715820508e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.583339996337890687e+00,-1.699631805419921982e+00,2.075402755737305149e+00,1.583339996337890687e+00,-1.699631805419921982e+00,2.075402755737305149e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.587865600585937509e+00,-1.712296447753906214e+00,2.082880325317382209e+00,1.587865600585937509e+00,-1.712296447753906214e+00,2.082880325317382209e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.592139892578124716e+00,-1.725049285888671902e+00,2.088443298339844212e+00,1.592139892578124716e+00,-1.725049285888671902e+00,2.088443298339844212e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.596175537109375098e+00,-1.737879791259765883e+00,2.092410964965819797e+00,1.596175537109375098e+00,-1.737879791259765883e+00,2.092410964965819797e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.599987182617187642e+00,-1.750778503417968590e+00,2.095074462890624378e+00,1.599987182617187642e+00,-1.750778503417968590e+00,2.095074462890624378e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.603487396240234286e+00,-1.763356323242187607e+00,2.096649627685547301e+00,1.603487396240234286e+00,-1.763356323242187607e+00,2.096649627685547301e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.606905059814453196e+00,-1.776367797851561958e+00,2.097435836791992081e+00,1.606905059814453196e+00,-1.776367797851561958e+00,2.097435836791992081e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.610150146484375044e+00,-1.789427185058593217e+00,2.097543640136718235e+00,1.610150146484375044e+00,-1.789427185058593217e+00,2.097543640136718235e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.613241271972656321e+00,-1.802529144287108753e+00,2.097112426757811399e+00,1.613241271972656321e+00,-1.802529144287108753e+00,2.097112426757811399e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.616196289062499680e+00,-1.815668334960936825e+00,2.096253890991211399e+00,1.616196289062499680e+00,-1.815668334960936825e+00,2.096253890991211399e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.618950347900390607e+00,-1.828452453613280904e+00,2.095095291137695437e+00,1.618950347900390607e+00,-1.828452453613280904e+00,2.095095291137695437e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.621684570312499352e+00,-1.841651916503906472e+00,2.093634109497069407e+00,1.621684570312499352e+00,-1.841651916503906472e+00,2.093634109497069407e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.626815185546874876e+00,-1.867732238769531206e+00,2.090157165527343874e+00,1.626815185546874876e+00,-1.867732238769531206e+00,2.090157165527343874e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.629309234619140678e+00,-1.880996093750000098e+00,2.088162689208984180e+00,1.629309234619140678e+00,-1.880996093750000098e+00,2.088162689208984180e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.631670837402343643e+00,-1.893885345458984348e+00,2.086114654541015412e+00,1.631670837402343643e+00,-1.893885345458984348e+00,2.086114654541015412e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.633980102539061896e+00,-1.906787414550780824e+00,2.083974838256835938e+00,1.633980102539061896e+00,-1.906787414550780824e+00,2.083974838256835938e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.636243286132812669e+00,-1.919701232910156374e+00,2.081757202148436736e+00,1.636243286132812669e+00,-1.919701232910156374e+00,2.081757202148436736e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.638532562255859082e+00,-1.933016510009766042e+00,2.079404525756836097e+00,1.638532562255859082e+00,-1.933016510009766042e+00,2.079404525756836097e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.642936248779296893e+00,-1.959281158447265137e+00,2.074606475830078178e+00,1.642936248779296893e+00,-1.959281158447265137e+00,2.074606475830078178e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.645125122070312473e+00,-1.972620391845703258e+00,2.072104568481445419e+00,1.645125122070312473e+00,-1.972620391845703258e+00,2.072104568481445419e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.649428863525390865e+00,-1.999314880371093617e+00,2.066995239257812589e+00,1.649428863525390865e+00,-1.999314880371093617e+00,2.066995239257812589e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.651549682617187598e+00,-2.012668762207030948e+00,2.064396057128906836e+00,1.651549682617187598e+00,-2.012668762207030948e+00,2.064396057128906836e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.653591766357421555e+00,-2.025634460449218910e+00,2.061849517822265110e+00,1.653591766357421555e+00,-2.025634460449218910e+00,2.061849517822265110e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.657756805419922097e+00,-2.052359161376952734e+00,2.056537399291991974e+00,1.657756805419922097e+00,-2.052359161376952734e+00,2.056537399291991974e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.659821166992187402e+00,-2.065724182128906072e+00,2.053853073120117667e+00,1.659821166992187402e+00,-2.065724182128906072e+00,2.053853073120117667e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.661815032958984029e+00,-2.078700408935546751e+00,2.051231918334960991e+00,1.661815032958984029e+00,-2.078700408935546751e+00,2.051231918334960991e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.663860778808593510e+00,-2.092069854736327894e+00,2.048516006469725426e+00,1.663860778808593510e+00,-2.092069854736327894e+00,2.048516006469725426e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.665897827148437704e+00,-2.105439453124999805e+00,2.045785903930664062e+00,1.665897827148437704e+00,-2.105439453124999805e+00,2.045785903930664062e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.667928314208984464e+00,-2.118814086914062145e+00,2.043042984008788920e+00,1.667928314208984464e+00,-2.118814086914062145e+00,2.043042984008788920e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.669952697753906534e+00,-2.132188720703124929e+00,2.040286331176757617e+00,1.669952697753906534e+00,-2.132188720703124929e+00,2.040286331176757617e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.673926086425781223e+00,-2.158544616699218821e+00,2.034822006225585511e+00,1.673926086425781223e+00,-2.158544616699218821e+00,2.034822006225585511e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.675935821533203196e+00,-2.171919250488281161e+00,2.032033309936523757e+00,1.675935821533203196e+00,-2.171919250488281161e+00,2.032033309936523757e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.679886322021484579e+00,-2.198279876708984393e+00,2.026507415771484855e+00,1.679886322021484579e+00,-2.198279876708984393e+00,2.026507415771484855e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.681886901855468741e+00,-2.211659698486327930e+00,2.023688964843750160e+00,1.681886901855468741e+00,-2.211659698486327930e+00,2.023688964843750160e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.683884277343750346e+00,-2.225039520263672355e+00,2.020862045288085440e+00,1.683884277343750346e+00,-2.225039520263672355e+00,2.020862045288085440e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.685822448730468714e+00,-2.238025817871093448e+00,2.018108825683593732e+00,1.685822448730468714e+00,-2.238025817871093448e+00,2.018108825683593732e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.693669433593750107e+00,-2.290758056640624929e+00,2.006845092773437145e+00,1.693669433593750107e+00,-2.290758056640624929e+00,2.006845092773437145e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.697526550292969061e+00,-2.316730651855468448e+00,2.001250534057617436e+00,1.697526550292969061e+00,-2.316730651855468448e+00,2.001250534057617436e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.701442108154296751e+00,-2.343096771240233522e+00,1.995540390014648446e+00,1.701442108154296751e+00,-2.343096771240233522e+00,1.995540390014648446e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.703368377685547053e+00,-2.356083068847655948e+00,1.992714843749999964e+00,1.703368377685547053e+00,-2.356083068847655948e+00,1.992714843749999964e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.705350189208984402e+00,-2.369462890624999929e+00,1.989795227050780824e+00,1.705350189208984402e+00,-2.369462890624999929e+00,1.989795227050780824e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.709255523681640909e+00,-2.395829010009765891e+00,1.984017333984374298e+00,1.709255523681640909e+00,-2.395829010009765891e+00,1.984017333984374298e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.711237335205078036e+00,-2.409208831787108984e+00,1.981073226928711239e+00,1.711237335205078036e+00,-2.409208831787108984e+00,1.981073226928711239e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.713219146728515607e+00,-2.422588653564452965e+00,1.978120880126952752e+00,1.713219146728515607e+00,-2.422588653564452965e+00,1.978120880126952752e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.717066192626953036e+00,-2.448561248779296928e+00,1.972367019653320064e+00,1.717066192626953036e+00,-2.448561248779296928e+00,1.972367019653320064e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.718989715576171973e+00,-2.461547546386718910e+00,1.969478530883788769e+00,1.718989715576171973e+00,-2.461547546386718910e+00,1.969478530883788769e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.720913238525390909e+00,-2.474533843994140891e+00,1.966580886840820330e+00,1.720913238525390909e+00,-2.474533843994140891e+00,1.966580886840820330e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.724876861572265163e+00,-2.501293487548827965e+00,1.960582351684569513e+00,1.724876861572265163e+00,-2.501293487548827965e+00,1.960582351684569513e+00,1.000000000000000000e+00
