t, X, Y, Z, V_X, V_Y, V_Z, traj_id
0.000000000000000000e+00,2.352174530029296662e+00,-3.598919982910156357e+00,-9.111490488052367831e-02,8.542857284888977524e-08,-8.102740789370173188e-08,2.030212283134456008e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352174530029296662e+00,-3.598919982910156357e+00,-9.235734701156615711e-02,9.082489218959677084e-08,-6.785080225358823063e-08,2.030194401741036714e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.352174530029296662e+00,-3.598919982910156357e+00,-9.143424510955808215e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.352174530029296662e+00,-3.598919982910156357e+00,-9.143424510955808215e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.367388844490050936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.117442618124187291e-05,8.284070645458994602e-06,2.412310302257537897e-02,3.046193387620688836e-02,-6.622059946211745693e-03,-2.060966163582158839e-01,1.000000000000000000e+00
0.000000000000000000e+00,9.445417672395705635e-05,7.404058240354061235e-05,2.685546040534973061e-02,1.033707679753062408e-01,-1.688001566578493928e-02,-7.558697128142143340e-01,1.000000000000000000e+00
0.000000000000000000e+00,2.842804975807666648e-04,2.341863140463829171e-04,3.288709044456481628e-02,1.955476151855056743e-01,-2.072166844496278748e-02,-1.301244641780272326e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.785475671291351058e-04,4.954219609498977921e-04,4.190853595733642911e-02,2.968788289672530389e-01,-1.588375709585032949e-02,-1.793820736789313308e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.831637144088742949e-04,8.673582226037979560e-04,5.411957144737242903e-02,4.034870510900310792e-01,-8.001462087298433223e-03,-2.277518454935090642e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.482558399438857998e-03,1.337437778711318649e-03,6.922429561614990012e-02,5.084791688094988382e-01,-2.370114168694925205e-03,-2.756994664558754859e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.068945765495299946e-03,1.898640990257263175e-03,8.724899053573610674e-02,6.099700815975039880e-01,-1.758228400611794523e-03,-3.242238914873177613e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.734769284725188480e-03,2.543622851371765345e-03,1.082417893409728937e-01,7.068603178370063134e-01,-6.194981259863841828e-03,-3.731166718918105474e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.472011089324951189e-03,3.264274001121520580e-03,1.321516370773315463e-01,7.982598035956504079e-01,-1.368911250622451004e-02,-4.184524836957311145e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.270346164703369383e-03,4.049879014492034461e-03,1.585110569000243719e-01,8.831083755374051769e-01,-2.146841522200299349e-02,-4.484330242028667257e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.113469362258911063e-03,4.883235096931457311e-03,1.857157087326049838e-01,9.596810688472869888e-01,-2.708223620244920235e-02,-4.499117019738967826e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.965182185173033454e-03,5.727754235267639403e-03,2.120423555374144897e-01,1.025997113748507550e+00,-2.916727515379557989e-02,-4.470393332299315681e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.873416900634765798e-03,6.630731225013733292e-03,2.389907026290893077e-01,1.087340034851187909e+00,-2.775025408806242044e-02,-4.438810122585315376e+00,1.000000000000000000e+00
0.000000000000000000e+00,7.810139656066894184e-03,7.564228177070617815e-03,2.657653713226317826e-01,1.142581738874602459e+00,-2.358025214808384326e-02,-4.409398944355001682e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.773044347763060344e-03,8.525797128677368997e-03,2.923801517486572243e-01,1.192564568331661912e+00,-1.801671645878361039e-02,-4.382348868689623700e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.730764031410214093e-03,9.483905434608459403e-03,3.180717658996581321e-01,1.236693542361134490e+00,-1.258828649812731952e-02,-4.358138955562711914e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.073962450027465820e-02,1.049478173255920417e-02,3.444085407257080345e-01,1.278259986596215203e+00,-7.991388835908328978e-03,-4.335084109316915679e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.173883795738219979e-02,1.149741888046264607e-02,3.698506164550781072e-01,1.315321250934345043e+00,-5.031657239634279577e-03,-4.314337361238124835e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.275653123855590571e-02,1.251988768577575600e-02,3.951824283599852938e-01,1.349563022241694332e+00,-3.636091654128481131e-03,-4.295017028074241239e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.382324695587158238e-02,1.359285950660705546e-02,4.211737346649169766e-01,1.382113504612472843e+00,-3.566908454179728693e-03,-4.276371449089615417e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.490742564201354842e-02,1.468455910682677987e-02,4.470612430572509788e-01,1.412283154106272809e+00,-4.399702347741230035e-03,-4.258849263269888219e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.600820302963256933e-02,1.579405784606933982e-02,4.728500175476074707e-01,1.440347927298000652e+00,-5.604031966697010404e-03,-4.242270779100648426e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.712486147880553852e-02,1.692058086395263963e-02,4.985437774658201815e-01,1.466547351266515919e+00,-6.734832374479692539e-03,-4.226454883450793787e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.822331905364990567e-02,1.802966117858886830e-02,5.233932495117188388e-01,1.490489864786412655e+00,-7.490418593987801209e-03,-4.211815215796776535e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.936973452568054033e-02,1.918806314468383956e-02,5.489049911499024326e-01,1.513563393051320372e+00,-7.816197656672407845e-03,-4.196955939591716422e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.053076982498168793e-02,2.036211729049682700e-02,5.743237495422363059e-01,1.535271739729692442e+00,-7.719513024070257835e-03,-4.182203138781586560e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.167153596878052327e-02,2.151649951934814578e-02,5.989025115966798429e-01,1.555103300329767624e+00,-7.356354675210785565e-03,-4.168424248143919542e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.286195993423461789e-02,2.272031784057616799e-02,6.224189186096189541e-01,1.088335918821978776e+00,7.915345162507714250e-02,-3.722104622912691951e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.412370443344115725e-02,2.397593021392822182e-02,6.427784729003905850e-01,9.595487028972158328e-01,1.981235664922896822e-01,-3.662351806288103084e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.561951398849488318e-02,2.537935256958007840e-02,6.632832527160644753e-01,1.033537991158010261e+00,3.417953003435563741e-01,-3.912854333449248934e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.744919538497924902e-02,2.695356845855713043e-02,6.846113204956053577e-01,1.251606935249790276e+00,5.225072035488012023e-01,-4.171572726219104688e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.966815948486328444e-02,2.867594242095947155e-02,7.069052124023437189e-01,1.560933623332239506e+00,7.537788210567613056e-01,-4.438409239429684128e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.220373392105102539e-02,3.044161796569824080e-02,7.293394088745118742e-01,1.878970563517862846e+00,1.037300460936135149e+00,-4.505534387825313125e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.505094528198241660e-02,3.223708391189575306e-02,7.514669609069827283e-01,2.170190494795076752e+00,1.352588497573544712e+00,-4.407126090710992372e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.828566074371337474e-02,3.406516790390014954e-02,7.737133026123046431e-01,2.428157830018340402e+00,1.678988186949011974e+00,-4.282048418709769599e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.170668125152587891e-02,3.576820611953735601e-02,7.948865318298339311e-01,2.642245773560313093e+00,1.974007604518059900e+00,-4.163571890164175393e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.539069175720214511e-02,3.735165119171143105e-02,8.157949447631835938e-01,2.829312307091409462e+00,2.232386744185359095e+00,-4.055267803093840051e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.944078445434569452e-02,3.880845069885253268e-02,8.371935653686523038e-01,3.000414514836510449e+00,2.453776001854594213e+00,-3.958018629884488604e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.372244358062745057e-02,4.004130363464355330e-02,8.585489845275878773e-01,3.152035768072440458e+00,2.635756636393571828e+00,-3.874127282450151366e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.806949138641356867e-02,4.098451137542724609e-02,8.792923164367675293e-01,3.279477842489576744e+00,2.776956158190110546e+00,-3.801774166532378540e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.257034301757812000e-02,4.165224552154540849e-02,8.999756240844725141e-01,3.389648767214368696e+00,2.838465318108329694e+00,-3.724080337055378553e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.732683181762695590e-02,4.206265926361083679e-02,9.207355499267577681e-01,3.524412063854096111e+00,2.803664970302246040e+00,-3.614896902120768640e+00,1.000000000000000000e+00
0.000000000000000000e+00,7.203297138214111162e-02,4.220933437347412082e-02,9.401029586791991299e-01,3.695371575827351318e+00,2.688364791425637890e+00,-3.500574669763182101e+00,1.000000000000000000e+00
0.000000000000000000e+00,7.681044578552245761e-02,4.212486743927001953e-02,9.586481094360348454e-01,3.900202054721269018e+00,2.505725266369720039e+00,-3.386341926311398520e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.179433822631836104e-02,4.181313991546630610e-02,9.769420623779296875e-01,4.126598542645812273e+00,2.264285042327621511e+00,-3.273308449670281117e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.683018684387207309e-02,4.129074573516845759e-02,9.945019912719726962e-01,4.345980492686764229e+00,1.991307531610691628e+00,-3.168376199339607346e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.190896987915041227e-02,4.057512760162354515e-02,1.011432380676269505e+00,4.541448297712840976e+00,1.713293430124366301e+00,-3.072961888860805235e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.687207221984862893e-02,3.971185922622680331e-02,1.027357177734375071e+00,4.701023876975333415e+00,1.461808840075830895e+00,-2.990039596899316976e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.020139503479004089e-01,3.866447210311889371e-02,1.043329811096191495e+00,4.834526944484047739e+00,1.238970754046128775e+00,-2.913617131897379142e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.071790122985839810e-01,3.747189760208129161e-02,1.058936119079589844e+00,4.941342449500064404e+00,1.060796433132145999e+00,-2.845948828344795789e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.123625946044921747e-01,3.614835500717163141e-02,1.074239616394042862e+00,5.027470160574770475e+00,9.264159931761544176e-01,-2.786153026277730760e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.174076843261718794e-01,3.475090980529784573e-02,1.088852691650390669e+00,5.096404871404963011e+00,8.310231156664038554e-01,-2.734715847167970448e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.226168537139892406e-01,3.320654869079589511e-02,1.103703117370605780e+00,5.156443604426501182e+00,7.584276483630530974e-01,-2.687747607302532149e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.278346443176269498e-01,3.156685113906859685e-02,1.118378906250000027e+00,5.208269244989732094e+00,7.014484901959532337e-01,-2.646293036619649541e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.330588245391845503e-01,2.984164237976074177e-02,1.132907981872558256e+00,5.253876636390351074e+00,6.513914688372199890e-01,-2.609674180027175883e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.381336402893066639e-01,2.809376001358031630e-02,1.146891059875488228e+00,5.293357533802430126e+00,6.040474421610542155e-01,-2.578100553816068174e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.433651447296142301e-01,2.622497081756591797e-02,1.161192970275878533e+00,5.329782378519107411e+00,5.539747672713856153e-01,-2.549347562997940742e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.485982894897460715e-01,2.429419517517089275e-02,1.175403099060058576e+00,5.362230723407118482e+00,5.025456988763506994e-01,-2.523855330279703768e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.538319969177246171e-01,2.230767965316772516e-02,1.189532890319824121e+00,5.390909819385249158e+00,4.512852776873177985e-01,-2.501205481138242259e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.590653991699219061e-01,2.027096033096312949e-02,1.203591842651367205e+00,5.416024993381943986e+00,4.023573805742226561e-01,-2.481030590538051417e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.641438865661621060e-01,1.825079202651977081e-02,1.217177009582519176e+00,5.437246014294125906e+00,3.590123221589200386e-01,-2.463450662908333033e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.693747138977050870e-01,1.612900733947754059e-02,1.231117744445800799e+00,5.456198277461032475e+00,3.199047305204063552e-01,-2.447223452794662801e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.744497680664062467e-01,1.403405070304870536e-02,1.244598770141601474e+00,5.472115486403422047e+00,2.878535908436167245e-01,-2.432970358120606580e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.795226097106933649e-01,1.190724849700927797e-02,1.258034133911132502e+00,5.485946404467864745e+00,2.613471717966542318e-01,-2.420029027440214087e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.847466468811035101e-01,9.685652852058407661e-03,1.271832389831542898e+00,5.498352334772764749e+00,2.390123815705814392e-01,-2.407879619201704013e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.898144149780273404e-01,7.502518296241759976e-03,1.285183868408203089e+00,5.508889359410829911e+00,2.211608547894946541e-01,-2.397040767791288829e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.950329589843750044e-01,5.227909684181213622e-03,1.298899383544921848e+00,5.518445529767728175e+00,2.055885912550330374e-01,-2.386705841745100809e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.000952720642089622e-01,2.997650504112244277e-03,1.312173728942870765e+00,5.526660269229572542e+00,1.923069759700466452e-01,-2.377367768199380116e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.051548194885254028e-01,7.469419389963150458e-04,1.325411338806152139e+00,5.533989381068818325e+00,1.801993914593638113e-01,-2.368599963159524702e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.103648185729980469e-01,-1.591730415821075457e-03,1.339011955261230513e+00,5.540738440515886154e+00,1.686402109734017607e-01,-2.359981889184275872e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.155719375610351540e-01,-3.948995769023895194e-03,1.352574234008788956e+00,5.546792700530116527e+00,1.578497976861519270e-01,-2.351717320645500209e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.206231498718261852e-01,-6.253488659858702156e-03,1.365700263977050577e+00,5.552105064405622237e+00,1.481210409673076878e-01,-2.344044321333308645e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.256717300415039540e-01,-8.573257923126220356e-03,1.378788414001464790e+00,5.556924895908432305e+00,1.393218889829226370e-01,-2.336566578988728882e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.307176780700683216e-01,-1.090742230415344197e-02,1.391837425231933212e+00,5.561317594361436356e+00,1.316224736499322923e-01,-2.329162920602225739e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.359138679504394209e-01,-1.332659363746643150e-02,1.405239601135253924e+00,5.565463703251416483e+00,1.249436905657539260e-01,-2.321304922465432075e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.411073112487792658e-01,-1.575957536697387626e-02,1.418596343994140696e+00,5.569286715275864275e+00,1.196273510654092959e-01,-2.313206782589504407e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.461454963684081565e-01,-1.813369870185851940e-02,1.431513633728027646e+00,5.572736789151436554e+00,1.158534315484285038e-01,-2.304754567660433739e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.513337516784668324e-01,-2.059246540069580370e-02,1.444770011901855167e+00,5.576085750890876547e+00,1.133633315375062039e-01,-2.295569935120412630e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.565193939208984530e-01,-2.306387901306152302e-02,1.457968139648437855e+00,5.579263062722461086e+00,1.124109486582642869e-01,-2.285619381257244065e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.617023468017578014e-01,-2.554786443710326677e-02,1.471100578308105700e+00,5.582308614563286753e+00,1.131747097360631255e-01,-2.274566466360950834e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.667302513122558061e-01,-2.797093629837036147e-02,1.483774108886719123e+00,5.585155583735131657e+00,1.159288365688830730e-01,-2.262083577330100681e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.719072341918945535e-01,-3.047688245773315721e-02,1.495906333923339826e+00,5.516198943076638272e+00,4.247390547877105682e-02,-2.085681838720776060e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.770944595336913840e-01,-3.298138618469238087e-02,1.504786491394043635e+00,5.483304175338631126e+00,-1.480311476465858977e-01,-1.824075438508756086e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.823243713378906228e-01,-3.547438383102417131e-02,1.510372924804687544e+00,5.511975559214739029e+00,-4.454682415672500673e-01,-1.578973559107750502e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.876938247680664307e-01,-3.792149066925049050e-02,1.514494514465331676e+00,5.566872188550649803e+00,-8.465199041749037479e-01,-1.870310134726878459e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.933657264709472745e-01,-4.024640083312988614e-02,1.520019378662109899e+00,5.604577072416718764e+00,-1.282515575151928600e+00,-2.408227761746908779e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.993979644775390803e-01,-4.241182327270507507e-02,1.526983909606933310e+00,5.649923171618087103e+00,-1.650953066218657117e+00,-2.869374264702244659e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.057912635803222146e-01,-4.442417144775391569e-02,1.534620437622069788e+00,5.795020497407507243e+00,-1.898029857229040829e+00,-3.042169086819929369e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.124924087524413863e-01,-4.631114482879639810e-02,1.541800575256347727e+00,6.046953801892489544e+00,-2.006403060183400200e+00,-2.968890540009203605e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.194626617431641225e-01,-4.808812618255615262e-02,1.548084182739257741e+00,6.364752844312824287e+00,-1.968620888362014432e+00,-2.782219918282764937e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.266742706298828014e-01,-4.976333141326904491e-02,1.553390121459960582e+00,6.706017364322980789e+00,-1.799804232305202589e+00,-2.550076241714887892e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.341033172607421053e-01,-5.134203910827636608e-02,1.557786941528320090e+00,7.033410129794800625e+00,-1.540486793315445135e+00,-2.308449710549203449e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.417274475097656361e-01,-5.282838344573974332e-02,1.561395721435546502e+00,7.322055109783635274e+00,-1.245182608024162807e+00,-2.076210059420667164e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.492935180664062389e-01,-5.418625831604004239e-02,1.564268989562987988e+00,7.556197943096096381e+00,-9.735864520528110244e-01,-1.868635368723546852e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.570046234130859197e-01,-5.546413421630859431e-02,1.566633911132812473e+00,7.747241369441299597e+00,-7.514167405792059329e-01,-1.682026198696946695e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.648434829711913463e-01,-5.666566371917724360e-02,1.568586273193359304e+00,7.902470362428633877e+00,-5.947110088479131695e-01,-1.516889310604311980e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.730367660522461160e-01,-5.782787799835206050e-02,1.570251960754394549e+00,8.033112695747494314e+00,-5.008279803865370861e-01,-1.367951746939112700e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.813332748413085227e-01,-5.891769409179688222e-02,1.571636924743651686e+00,8.140699924210432314e+00,-4.614075507819909161e-01,-1.238918798559798695e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.894713973999024414e-01,-5.991061687469480951e-02,1.572767143249511612e+00,8.227739904633422086e+00,-4.559842791401652051e-01,-1.130838315010320727e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.976824188232421786e-01,-6.084391593933106274e-02,1.573728446960449112e+00,8.301111313974912420e+00,-4.642530285997271133e-01,-1.037482233064218828e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.059564971923828036e-01,-6.172162055969239447e-02,1.574554023742675390e+00,8.363549244033240626e+00,-4.715229353878150897e-01,-9.569542338444562146e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.145381927490233709e-01,-6.257171630859376110e-02,1.575290336608886399e+00,8.418702276538146734e+00,-4.684377532670058186e-01,-8.856489016611686083e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.229150772094727451e-01,-6.334770202636719194e-02,1.575914611816406463e+00,8.464902829601250289e+00,-4.519670497588370028e-01,-8.262389509638189411e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.315876388549804710e-01,-6.409980297088624379e-02,1.576482353210449494e+00,8.506035808398557663e+00,-4.225960951569314727e-01,-7.738681259206422469e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.402968215942383301e-01,-6.480669975280761719e-02,1.576986808776855264e+00,8.541350964187046202e+00,-3.852844489853535781e-01,-7.290993847893939561e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.490373229980468839e-01,-6.547087669372558816e-02,1.577438735961913752e+00,8.571449113459184588e+00,-3.457422578128319657e-01,-6.907992451560445168e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.575464248657226674e-01,-6.607680320739744984e-02,1.577835044860839808e+00,8.596221893267019354e+00,-3.101113899860775680e-01,-6.588404558518287102e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.660771942138671742e-01,-6.664635181427001898e-02,1.578195304870605664e+00,8.617175788105054579e+00,-2.805305743037305732e-01,-6.312645610555993603e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.748859786987304488e-01,-6.719669818878172551e-02,1.578533477783203187e+00,8.635334629309667775e+00,-2.580932281569128239e-01,-6.067499421692417183e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.837116241455078347e-01,-6.771142005920409435e-02,1.578841552734374654e+00,8.650555498966456369e+00,-2.439265317293204394e-01,-5.855114086009253205e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.925518417358398238e-01,-6.819163322448730524e-02,1.579122047424317055e+00,8.663315619974261139e+00,-2.369746021802880132e-01,-5.669879033502726040e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.011438751220702592e-01,-6.862549304962158037e-02,1.579369354248047141e+00,8.673731085370981475e+00,-2.356394026573418454e-01,-5.510983055664476771e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.097460937500000178e-01,-6.902801036834715909e-02,1.579593086242675470e+00,8.682516698489513018e+00,-2.382295155678966492e-01,-5.368828625146235822e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.186180496215819780e-01,-6.940999507904051236e-02,1.579798622131348029e+00,8.690121638604098919e+00,-2.440520304274134411e-01,-5.236072112495526731e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.274979400634766113e-01,-6.975821495056153121e-02,1.579978065490722949e+00,8.696448146084023278e+00,-2.530372501273965291e-01,-5.112521896324043746e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.363846206665039418e-01,-7.007132053375243752e-02,1.580129699707031543e+00,8.701622241964841464e+00,-2.663913339505490363e-01,-4.993108837099409225e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.450163269042967995e-01,-7.033897876739503285e-02,1.580332145690918066e+00,8.702912428861761640e+00,-2.676524802836464656e-01,-6.458570050434493393e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.539413070678711470e-01,-7.059072971343993697e-02,1.582383384704589835e+00,8.701106486113562966e+00,-1.703390600088231788e-01,-1.301558947166140401e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.629414367675781294e-01,-7.087003707885741743e-02,1.587336044311523642e+00,8.696014946021989545e+00,7.104180413051636167e-03,-2.098402858760596956e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.717993164062500355e-01,-7.120160102844237671e-02,1.595152702331543049e+00,8.708865377207494873e+00,2.069909932262405661e-01,-2.847519318297923263e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.807925033569336648e-01,-7.159933090209960604e-02,1.605039253234862962e+00,8.774111081150023139e+00,3.892383749135128745e-01,-3.075581656182092782e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.901632308959959827e-01,-7.206393718719480979e-02,1.615434722900390918e+00,8.871031820754700092e+00,5.267028575774805876e-01,-3.059881014287482603e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.996272277832030984e-01,-7.257859706878662387e-02,1.625586547851562313e+00,8.980501349260725519e+00,5.966651003672416298e-01,-2.973552770501324716e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.091764068603516824e-01,-7.313973426818846935e-02,1.635429039001464746e+00,9.091609164542363786e+00,5.987106292909313288e-01,-2.863531366239271847e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.188018798828124334e-01,-7.374390125274656038e-02,1.644970092773437420e+00,9.197320067098711860e+00,5.459882806463793870e-01,-2.748262732368647931e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.284944534301757368e-01,-7.438784599304198997e-02,1.654233512878418022e+00,9.293130505773591565e+00,4.595267110681616751e-01,-2.636636380293412074e+00,1.000000000000000000e+00
