,t,X,Y,Z,occupancy,sig_x,sig_y,sig_z
152,0.0,533.732543629279,-708.048575238332,-115.72536440694759,0.0,0.0,0.0,0.0
153,0.0,567.3393175071532,-367.17208760026745,-49.555505280946775,0.0,0.0,0.0,0.0
154,0.0,585.2145121966319,-185.862402721301,-14.360246171849127,0.0,0.0,0.0,0.0
155,0.0,592.0,-117.0365982055664,-1.0,1.0,0.0,0.0,0.0
156,0.0,581.5158658773586,-557.1069425571814,-85.76236052118716,0.0,0.0,0.0,0.0
157,0.0,591.781793966376,-501.9110084689311,-74.95073525800275,0.0,0.0,0.0,0.0
158,0.0,649.5623010264956,-191.24751739227486,-14.098839118275436,0.0,0.0,0.0,0.0
159,0.0,662.0,-124.37480926513672,-1.0,1.0,0.0,0.0,0.0
160,0.0,513.9465487379725,-923.3460347928199,-157.4959794575264,0.0,0.0,0.0,0.0
161,0.0,524.2862709998625,-880.1994128592272,-149.0264911964951,0.0,0.0,0.0,0.0
162,0.0,567.8512122335352,-698.4072910440638,-113.34151349346088,0.0,0.0,0.0,0.0
163,0.0,705.0,-126.09918212890625,-1.0,1.0,0.0,0.0,0.0
164,0.0,514.051135264801,-924.2030668867152,-157.65783626664714,0.0,0.0,0.0,0.0
165,0.0,593.9367347270606,-631.3516013394465,-99.97279064127972,0.0,0.0,0.0,0.0
166,0.0,594.7848217694359,-628.2426112968967,-99.36039065851664,0.0,0.0,0.0,0.0
167,0.0,731.0,-128.8933563232422,-1.0,1.0,0.0,0.0,0.0
168,0.0,517.1141023142256,-915.2082829632269,-155.8754166321598,0.0,0.0,0.0,0.0
169,0.0,523.1783075594085,-895.3903873207383,-151.96023727834523,0.0,0.0,0.0,0.0
170,0.0,524.0236467227758,-892.6278087725551,-151.41446840912437,0.0,0.0,0.0,0.0
171,0.0,757.0,-131.25828552246094,-1.0,1.0,0.0,0.0,0.0
172,0.0,529.2328638813873,-887.0381171712727,-150.41871106559003,0.0,0.0,0.0,0.0
173,0.0,654.0943966650075,-559.4994354095061,-86.4750828064501,0.0,0.0,0.0,0.0
174,0.0,785.0454715437315,-215.98657372301,-19.412900679542986,0.0,0.0,0.0,0.0
175,0.0,821.0,-121.67010498046875,-1.0,1.0,0.0,0.0,0.0
176,0.0,568.4409559580095,-796.1440111932118,-132.837838938421,0.0,0.0,0.0,0.0
177,0.0,641.5904729757206,-619.6179129211557,-98.58614485479555,0.0,0.0,0.0,0.0
178,0.0,797.6257509197764,-243.0699884613001,-25.523835979957,0.0,0.0,0.0,0.0
179,0.0,850.0,-116.67924499511719,-1.0,1.0,0.0,0.0,0.0
180,0.0,558.2262611438115,-821.1845885563546,-137.68523596084205,0.0,0.0,0.0,0.0
181,0.0,592.2262004845257,-739.4191074116151,-121.81192112872657,0.0,0.0,0.0,0.0
182,0.0,808.7874791784843,-218.6170856113149,-20.70746553817446,0.0,0.0,0.0,0.0
183,0.0,851.0,-117.10140228271484,-1.0,1.0,0.0,0.0,0.0
184,0.0,603.4397979308405,-753.0391453601843,-124.17282915869521,0.0,0.0,0.0,0.0
185,0.0,613.5595785925746,-733.1698037631468,-120.28438010442895,0.0,0.0,0.0,0.0
186,0.0,909.8316011335382,-151.46450616009054,-6.44409992808292,0.0,0.0,0.0,0.0
187,0.0,924.0,-123.64604187011719,-1.0,1.0,0.0,0.0,0.0
188,0.0,632.8033202563506,-735.2743576629061,-117.92902430133714,0.0,0.0,0.0,0.0
189,0.0,862.3939837925493,-359.98835135089314,-39.24768339217498,0.0,0.0,0.0,0.0
190,0.0,959.1626191635692,-201.81155903142837,-6.084810513674171,0.0,0.0,0.0,0.0
191,0.0,974.0,-177.55856323242188,-1.0,1.0,0.0,0.0,0.0
192,0.0,513.9342284420144,-930.0006499589801,-158.68859051932853,0.0,0.0,0.0,0.0
193,0.0,679.5579222901254,-688.1483261303754,-103.48069256995822,0.0,0.0,0.0,0.0
194,0.0,705.3597590286942,-650.471143420081,-94.88008032376862,0.0,0.0,0.0,0.0
195,0.0,987.0,-239.20542907714844,-1.0,1.0,0.0,0.0,0.0
196,0.0,586.9792945426467,-836.639245927649,-135.5491127427237,0.0,0.0,0.0,0.0
197,0.0,723.1497240787405,-661.7953739995442,-92.33987734438365,0.0,0.0,0.0,0.0
198,0.0,870.1834719996077,-473.0029182647172,-45.6835228990234,0.0,0.0,0.0,0.0
199,0.0,1011.0,-292.19342041015625,-1.0,1.0,0.0,0.0,0.0
200,0.0,482.3323100776421,-870.0282158271029,-147.26588238942378,0.0,0.0,0.0,0.0
201,0.0,284.56667596429475,-439.29607273574254,-64.31491734853908,0.0,0.0,0.0,0.0
202,0.0,243.25260869650504,-349.3143283651483,-46.98611416697614,0.0,0.0,0.0,0.0
203,0.0,136.0,-115.71891021728516,-2.0,1.0,0.0,0.0,0.0
204,0.0,479.32734599506864,-863.1145132674698,-145.9332181906916,0.0,0.0,0.0,0.0
205,0.0,406.90641586942104,-704.5518184597718,-115.3942717521655,0.0,0.0,0.0,0.0
206,0.0,173.17783521807604,-192.8125527895187,-16.8340268991887,0.0,0.0,0.0,0.0
207,0.0,138.0,-115.79210662841797,-2.0,1.0,0.0,0.0,0.0
208,0.0,448.21372524599286,-792.4233414002827,-132.30330621076092,0.0,0.0,0.0,0.0
209,0.0,385.67409691880414,-652.9565088407128,-105.42747684778075,0.0,0.0,0.0,0.0
210,0.0,211.2258049821774,-263.9271626069543,-30.45992983545142,0.0,0.0,0.0,0.0
211,0.0,145.0,-116.23995208740234,-2.0,1.0,0.0,0.0,0.0
212,0.0,291.7894761080642,-421.74356244478076,-60.77130524114155,0.0,0.0,0.0,0.0
213,0.0,275.0270631001895,-382.69582583163276,-53.23897985243893,0.0,0.0,0.0,0.0
214,0.0,264.7588390642238,-358.7761844618118,-48.62487062087088,0.0,0.0,0.0,0.0
215,0.0,161.0,-117.07185363769531,-2.0,1.0,0.0,0.0,0.0
216,0.0,468.8473193698664,-818.4446053558742,-137.1446016664025,0.0,0.0,0.0,0.0
217,0.0,384.0540463795932,-589.605361179041,-92.70220400927099,0.0,0.0,0.0,0.0
218,0.0,358.8939409776914,-521.7035182552381,-79.51512713473012,0.0,0.0,0.0,0.0
219,0.0,211.0,-122.56881713867188,-2.0,1.0,0.0,0.0,0.0
220,0.0,448.5461010674644,-757.7629166494323,-125.36836804862527,0.0,0.0,0.0,0.0
221,0.0,370.3783150774417,-539.4873738394884,-82.98824311427563,0.0,0.0,0.0,0.0
222,0.0,227.82704287239767,-141.4275346779233,-5.7014087862397105,0.0,0.0,0.0,0.0
223,0.0,221.0,-122.36371612548828,-2.0,1.0,0.0,0.0,0.0
224,0.0,498.2507206811951,-892.7148417820321,-151.58060154568588,0.0,0.0,0.0,0.0
225,0.0,460.6653535709522,-776.8593900733764,-129.1149646581593,0.0,0.0,0.0,0.0
226,0.0,364.55717933065534,-480.6096313083667,-71.66890225646382,0.0,0.0,0.0,0.0
227,0.0,248.0,-121.32659912109375,-2.0,1.0,0.0,0.0,0.0
228,0.0,506.0204065341779,-915.9528093884006,-156.08203575894265,0.0,0.0,0.0,0.0
229,0.0,322.65983403802755,-326.9326219141815,-41.70860935045283,0.0,0.0,0.0,0.0
230,0.0,276.08938928840587,-177.33158324074566,-12.65971807098586,0.0,0.0,0.0,0.0
231,0.0,259.0,-122.43431091308594,-2.0,1.0,0.0,0.0,0.0
232,0.0,481.3673053867707,-812.1156228930879,-135.8296787950942,0.0,0.0,0.0,0.0
233,0.0,406.69844654021415,-511.18809195665693,-77.17459017498118,0.0,0.0,0.0,0.0
234,0.0,318.0895521999214,-154.07997212282794,-7.569099608417076,0.0,0.0,0.0,0.0
235,0.0,311.0,-125.5079345703125,-2.0,1.0,0.0,0.0,0.0
236,0.0,490.3084218704146,-817.4859199002447,-137.02408380195482,0.0,0.0,0.0,0.0
237,0.0,460.5381999741481,-654.4301390229286,-105.44960603318737,0.0,0.0,0.0,0.0
238,0.0,388.47836365545595,-259.7480663874711,-29.022506907301732,0.0,0.0,0.0,0.0
239,0.0,363.0,-120.19940948486328,-2.0,1.0,0.0,0.0,0.0
240,0.0,495.6559057851916,-844.4862543991645,-142.23048554441294,0.0,0.0,0.0,0.0
241,0.0,438.5742970197772,-523.5969224787132,-80.0135071322831,0.0,0.0,0.0,0.0
242,0.0,383.7162358255966,-215.20746065755816,-20.220118633435703,0.0,0.0,0.0,0.0
243,0.0,367.0,-121.23565673828125,-2.0,1.0,0.0,0.0,0.0
244,0.0,505.8544955294797,-870.6151059810151,-147.06409854395878,0.0,0.0,0.0,0.0
245,0.0,484.17983895214843,-628.9704969096717,-99.3192256638235,0.0,0.0,0.0,0.0
246,0.0,475.86537446908636,-536.2748866018986,-81.00414655777763,0.0,0.0,0.0,0.0
247,0.0,440.0,-136.42198181152344,-2.0,1.0,0.0,0.0,0.0
248,0.0,506.98603171277745,-856.5184379369111,-144.21075257553656,0.0,0.0,0.0,0.0
249,0.0,503.91702096006117,-804.141737643014,-133.81571615504595,0.0,0.0,0.0,0.0
250,0.0,478.3889623216903,-368.47188044111726,-47.349711089596155,0.0,0.0,0.0,0.0
251,0.0,465.0,-139.97164916992188,-2.0,1.0,0.0,0.0,0.0
252,0.0,494.05134693641753,-563.7747490648114,-86.21565713295367,0.0,0.0,0.0,0.0
253,0.0,490.9634760276103,-498.33506116386616,-73.2465993159632,0.0,0.0,0.0,0.0
254,0.0,476.2685286034388,-186.91246560917466,-11.527820134443033,0.0,0.0,0.0,0.0
255,0.0,474.0,-138.83668518066406,-2.0,1.0,0.0,0.0,0.0
256,0.0,507.99457199973693,-773.4003868127469,-127.9511479976323,0.0,0.0,0.0,0.0
257,0.0,506.32574961077415,-697.155774352579,-112.93174649696742,0.0,0.0,0.0,0.0
258,0.0,494.74157056748476,-167.90158429238897,-8.6741351073629,0.0,0.0,0.0,0.0
259,0.0,494.0,-134.0209503173828,-2.0,1.0,0.0,0.0,0.0
260,0.0,510.0598980707212,-755.2090807134869,-124.60522248285963,0.0,0.0,0.0,0.0
261,0.0,506.2348326063328,-281.5025266521866,-31.92094392267977,0.0,0.0,0.0,0.0
262,0.0,505.1030752022437,-141.34259869389632,-4.497591438981914,0.0,0.0,0.0,0.0
263,0.0,505.0,-128.57748413085938,-2.0,1.0,0.0,0.0,0.0
264,0.0,512.60636323576,-855.2181141108406,-144.3476339450264,0.0,0.0,0.0,0.0
265,0.0,515.3207461307413,-663.0235987462939,-107.17238994854306,0.0,0.0,0.0,0.0
266,0.0,521.2806446479127,-241.02719976827575,-25.547692865542786,0.0,0.0,0.0,0.0
267,0.0,523.0,-119.28657531738281,-2.0,1.0,0.0,0.0,0.0
268,0.0,511.7929777477085,-922.451750209709,-157.3537676621355,0.0,0.0,0.0,0.0
269,0.0,516.5958469105395,-740.4290749713264,-122.16995867860555,0.0,0.0,0.0,0.0
270,0.0,530.5564978914308,-211.3380351243701,-19.900073586030203,0.0,0.0,0.0,0.0
271,0.0,533.0,-118.73239135742188,-2.0,1.0,0.0,0.0,0.0
272,0.0,520.3109914309745,-736.902295165055,-121.47996848278126,0.0,0.0,0.0,0.0
273,0.0,528.0731062834269,-563.6592803319811,-87.98591124274712,0.0,0.0,0.0,0.0
274,0.0,542.2088125986886,-248.16377100218097,-26.989370293330012,0.0,0.0,0.0,0.0
275,0.0,548.0,-118.90998077392578,-2.0,1.0,0.0,0.0,0.0
276,0.0,533.3241016785342,-566.1791622715753,-88.6279172295021,0.0,0.0,0.0,0.0
277,0.0,550.7704509048775,-272.49599545347155,-31.972247061480175,0.0,0.0,0.0,0.0
278,0.0,553.1148324531614,-233.03184232908575,-24.35904925004303,0.0,0.0,0.0,0.0
279,0.0,560.0,-117.13035583496094,-2.0,1.0,0.0,0.0,0.0
280,0.0,525.2584055548543,-750.5929720666898,-124.26505894488528,0.0,0.0,0.0,0.0
281,0.0,539.4778352280895,-561.4999084778995,-87.84944636708782,0.0,0.0,0.0,0.0
282,0.0,554.781514818527,-357.98825404185664,-48.657096196455385,0.0,0.0,0.0,0.0
283,0.0,573.0,-115.71488189697266,-2.0,1.0,0.0,0.0,0.0
284,0.0,519.4566424484735,-896.6765273374532,-152.3185032341858,0.0,0.0,0.0,0.0
285,0.0,546.1102430632164,-773.1381881441754,-128.2615284672975,0.0,0.0,0.0,0.0
286,0.0,546.3660587358547,-771.9524930557652,-128.030634665346,0.0,0.0,0.0,0.0
287,0.0,686.0,-124.75493621826172,-2.0,1.0,0.0,0.0,0.0
288,0.0,553.9376681201496,-747.5606862319291,-123.27272233645766,0.0,0.0,0.0,0.0
289,0.0,588.3523945748599,-596.7288459359645,-93.894297314144,0.0,0.0,0.0,0.0
290,0.0,621.8109880163788,-450.08751699382884,-65.33208340065222,0.0,0.0,0.0,0.0
291,0.0,696.0,-124.93412017822266,-2.0,1.0,0.0,0.0,0.0
292,0.0,580.9243354682362,-706.6399155529432,-114.96096604379957,0.0,0.0,0.0,0.0
293,0.0,706.2622188437389,-296.96964819190623,-34.550714998416,0.0,0.0,0.0,0.0
294,0.0,754.35972987009,-139.76163038508219,-3.6938596556449568,0.0,0.0,0.0,0.0
295,0.0,757.0,-131.1318359375,-2.0,1.0,0.0,0.0,0.0
296,0.0,537.8137584289042,-857.8437947502291,-144.77738205132363,0.0,0.0,0.0,0.0
297,0.0,600.7897668921426,-676.6456421105748,-109.54213752926304,0.0,0.0,0.0,0.0
298,0.0,722.1150047492974,-327.56176866826286,-41.660343701547646,0.0,0.0,0.0,0.0
299,0.0,793.0,-123.60742950439453,-2.0,1.0,0.0,0.0,0.0
300,0.0,625.1571288557645,-620.9031774915468,-98.71562718240097,0.0,0.0,0.0,0.0
301,0.0,783.9747965937327,-184.02190681946445,-13.77918348552501,0.0,0.0,0.0,0.0
